From	To
CUX1_HUMAN	CUX1
CX6B1_HUMAN	COX6B1
CX7A1_HUMAN	COX7A1
CX7A2_HUMAN	COX7A2
CYH2_HUMAN	CYTH2
CYTA_HUMAN	CSTA
DAB2_HUMAN	DAB2
DAD1_HUMAN	DAD1
DBND1_HUMAN	DBNDD1
DC1I1_HUMAN	DYNC1I1
DDA1_HUMAN	DDA1
DDX18_HUMAN	DDX18
DDX23_HUMAN	DDX23
DDX27_HUMAN	DDX27
DEFM_HUMAN	PDF
DERL1_HUMAN	DERL1
DGUOK_HUMAN	DGUOK
DHB11_HUMAN	HSD17B11
DHCR7_HUMAN	DHCR7
DHX30_HUMAN	DHX30
DIC_HUMAN	SLC25A10
DIP2B_HUMAN	DIP2B
DNJC5_HUMAN	DNAJC5
DNJC9_HUMAN	DNAJC9
DPB1_HUMAN	HLA-DPB1
DPH1_HUMAN	DPH1
DPH6_HUMAN	DPH6
DPOG1_HUMAN	POLG
DPP8_HUMAN	DPP8
DS13B_HUMAN	DUSP13
DSC1_HUMAN	DSC1
DSG1_HUMAN	DSG1
DSRAD_HUMAN	ADAR
DTX3L_HUMAN	DTX3L
DVL1_HUMAN	DVL1
DX39A_HUMAN	DDX39A
DYR1A_HUMAN	DYRK1A
E41LB_HUMAN	EPB41L4B
EDEM1_HUMAN	EDEM1
EFR3A_HUMAN	EFR3A
EHD3_HUMAN	EHD3
EI2BB_HUMAN	EIF2B2
EIF1A_HUMAN	EIF1AD
ELMO1_HUMAN	ELMO1
EMIL2_HUMAN	EMILIN2
EMRE_HUMAN	SMDT1
EMSY_HUMAN	EMSY
ENOF1_HUMAN	ENOSF1
ENPP1_HUMAN	ENPP1
EPS8_HUMAN	EPS8
ERAP2_HUMAN	ERAP2
ERGI3_HUMAN	ERGIC3
ERLEC_HUMAN	ERLEC1
EXOC2_HUMAN	EXOC2
EXOS8_HUMAN	EXOSC8
F10A1_HUMAN	ST13
F118B_HUMAN	FAM118B
F120C_HUMAN	FAM120C
F136A_HUMAN	FAM136A
F13B_HUMAN	F13B
F185A_HUMAN	FAM185A
F210B_HUMAN	FAM210B
F263_HUMAN	PFKFB3
FA8_HUMAN	F8
FABP7_HUMAN	FABP7
FAF2_HUMAN	FAF2
FAKD1_HUMAN	FASTKD1
FAKD2_HUMAN	FASTKD2
FAKD5_HUMAN	FASTKD5
FARP1_HUMAN	FARP1
FBLL1_HUMAN	FBLL1
FBLN4_HUMAN	EFEMP2
FGD4_HUMAN	FGD4
FGF2_HUMAN	FGF2
FHOD3_HUMAN	FHOD3
FHR2_HUMAN	CFHR2
FIG4_HUMAN	FIG4
FKBP7_HUMAN	FKBP7
FMNL3_HUMAN	FMNL3
FMR1_HUMAN	FMR1
FMT_HUMAN	MTFMT
FNBP1_HUMAN	FNBP1
FOLC_HUMAN	FPGS
FPRP_HUMAN	PTGFRN
GALNS_HUMAN	GALNS
GATA_HUMAN	QRSL1
GATC_HUMAN	GATC
GBB4_HUMAN	GNB4
GBG12_HUMAN	GNG12
GDPD1_HUMAN	GDPD1
GDPP1_HUMAN	GDPGP1
GIMA8_HUMAN	GIMAP8
GIT2_HUMAN	GIT2
GLTP_HUMAN	GLTP
GMPR2_HUMAN	GMPR2
GNAI1_HUMAN	GNAI1
GNAS1_HUMAN	GNAS
GOGA1_HUMAN	GOLGA1
GPC4_HUMAN	GPC4
GPCP1_HUMAN	GPCPD1
GPHRB_HUMAN	GPR89B
GPKOW_HUMAN	GPKOW
GSDMA_HUMAN	GSDMA
GSLG1_HUMAN	GLG1
GSTA4_HUMAN	GSTA4
GTPB6_HUMAN	GTPBP6
GUC2D_HUMAN	GUCY2D
H15_HUMAN	H1-5
H2B1M_HUMAN	H2BC14
HACL1_HUMAN	HACL1
HD_HUMAN	HTT
HDAC1_HUMAN	HDAC1
HDAC6_HUMAN	HDAC6
HERC2_HUMAN	HERC2
HEXI1_HUMAN	HEXIM1
HGFA_HUMAN	HGFAC
HIG1A_HUMAN	HIGD1A
HMCN1_HUMAN	HMCN1
HMCS1_HUMAN	HMGCS1
HMGN2_HUMAN	HMGN2
HMOX2_HUMAN	HMOX2
HPCL1_HUMAN	HPCAL1
HS71B_HUMAN	HSPA1B
HS71L_HUMAN	HSPA1L
HV307_HUMAN	IGHV3-7
HV311_HUMAN	IGHV3-11
HYCCI_HUMAN	FAM126A
IF1AY_HUMAN	EIF1AY
IF2G_HUMAN	EIF2S3
IF4E2_HUMAN	EIF4E2
IFIT1_HUMAN	IFIT1
IGHA2_HUMAN	IGHA2
INADL_HUMAN	PATJ
INP4A_HUMAN	INPP4A
IQGA2_HUMAN	IQGAP2
IRS1_HUMAN	IRS1
ISPD_HUMAN	CRPPA
ITB6_HUMAN	ITGB6
ITPR1_HUMAN	ITPR1
JMY_HUMAN	JMY
K0825_HUMAN	KIAA0825
KAD5_HUMAN	AK5
KAD6_HUMAN	AK6
KANK2_HUMAN	KANK2
KCJ11_HUMAN	KCNJ11
KHDR1_HUMAN	KHDRBS1
KIF1A_HUMAN	KIF1A
KLH22_HUMAN	KLHL22
KLH32_HUMAN	KLHL32
KLH33_HUMAN	KLHL33
KPB2_HUMAN	PHKA2
KPRP_HUMAN	KPRP
KS6A6_HUMAN	RPS6KA6
KSR1_HUMAN	KSR1
KV113_HUMAN	IGKV1-13
LAMA3_HUMAN	LAMA3
LAMP2_HUMAN	LAMP2
LARP7_HUMAN	LARP7
LBR_HUMAN	LBR
LIPB1_HUMAN	PPFIBP1
LIPL_HUMAN	LPL
LMA2L_HUMAN	LMAN2L
LRC32_HUMAN	LRRC32
LRC38_HUMAN	LRRC38
LSM12_HUMAN	LSM12
LSM4_HUMAN	LSM4
LSM5_HUMAN	LSM5
LSM7_HUMAN	LSM7
LSM8_HUMAN	LSM8
LYRM1_HUMAN	LYRM1
LYVE1_HUMAN	LYVE1
MAGD1_HUMAN	MAGED1
MAGD2_HUMAN	MAGED2
MAK_HUMAN	MAK
MAON_HUMAN	ME3
MAP1A_HUMAN	MAP1A
MARK2_HUMAN	MARK2
MBLC1_HUMAN	MBLAC1
MBNL2_HUMAN	MBNL2
MBOA5_HUMAN	LPCAT3
MCE1_HUMAN	RNGTT
MCES_HUMAN	RNMT
MCL1_HUMAN	MCL1
MCM2_HUMAN	MCM2
MCM4_HUMAN	MCM4
MCM6_HUMAN	MCM6
MCMBP_HUMAN	MCMBP
MD1L1_HUMAN	MAD1L1
MED4_HUMAN	MED4
MESH1_HUMAN	HDDC3
MET7B_HUMAN	METTL7B
MFAP1_HUMAN	MFAP1
MGN2_HUMAN	MAGOHB
MGST1_HUMAN	MGST1
MIEN1_HUMAN	MIEN1
MIO_HUMAN	MIOS
MIRO1_HUMAN	RHOT1
MK09_HUMAN	MAPK9
MKNK1_HUMAN	MKNK1
ML12A_HUMAN	MYL12A
MO4L2_HUMAN	MORF4L2
MOC2A_HUMAN	MOCS2
MOCS3_HUMAN	MOCS3
MON2_HUMAN	MON2
MP2K7_HUMAN	MAP2K7
MRC2_HUMAN	MRC2
MRT4_HUMAN	MRTO4
MTHFS_HUMAN	MTHFS
MTHR_HUMAN	MTHFR
MTMR1_HUMAN	MTMR1
MTMRA_HUMAN	MTMR10
MTMRD_HUMAN	SBF2
MUC16_HUMAN	MUC16
MX1_HUMAN	MX1
MYH16_HUMAN	MYH16
MYL10_HUMAN	MYL10
MYO16_HUMAN	MYO16
MYO1D_HUMAN	MYO1D
MYO9A_HUMAN	MYO9A
NAA30_HUMAN	NAA30
NADAP_HUMAN	SLC4A1AP
NAGAB_HUMAN	NAGA
NANP_HUMAN	NANP
NASP_HUMAN	NASP
NB5R2_HUMAN	CYB5R2
NBEA_HUMAN	NBEA
NCOR1_HUMAN	NCOR1
NDC1_HUMAN	NDC1
NDK3_HUMAN	NME3
NDK6_HUMAN	NME6
NDRG4_HUMAN	NDRG4
NELFE_HUMAN	NELFE
NEP1_HUMAN	EMG1
NFIA_HUMAN	NFIA
NFIB_HUMAN	NFIB
NFYC_HUMAN	NFYC
NLE1_HUMAN	NLE1
NMT2_HUMAN	NMT2
NOA1_HUMAN	NOA1
NOMO2_HUMAN	NOMO2
NOP16_HUMAN	NOP16
NOSIP_HUMAN	NOSIP
NOSTN_HUMAN	NOSTRIN
NRK1_HUMAN	NMRK1
NSDHL_HUMAN	NSDHL
NT5D3_HUMAN	NT5DC3
NTM1A_HUMAN	NTMT1
NUD14_HUMAN	NUDT14
NUD16_HUMAN	NUDT16
NUDC1_HUMAN	NUDCD1
NUDT6_HUMAN	NUDT6
NUP37_HUMAN	NUP37
OGDHL_HUMAN	OGDHL
OGFD1_HUMAN	OGFOD1
OLFL3_HUMAN	OLFML3
OSBL8_HUMAN	OSBPL8
OSBP2_HUMAN	OSBP2
OVCA2_HUMAN	OVCA2
OXA1L_HUMAN	OXA1L
P55G_HUMAN	PIK3R3
P5CR3_HUMAN	PYCR3
P85A_HUMAN	PIK3R1
PA24C_HUMAN	PLA2G4C
PALM_HUMAN	PALM
PARD3_HUMAN	PARD3
PCBP4_HUMAN	PCBP4
PCD23_HUMAN	DCHS2
PCDAD_HUMAN	PCDHA13
PCDH1_HUMAN	PCDH1
PCLO_HUMAN	PCLO
PCMD1_HUMAN	PCMTD1
PDC10_HUMAN	PDCD10
PDCD6_HUMAN	PDCD6
PDIP3_HUMAN	POLDIP3
PEA15_HUMAN	PEA15
PERI_HUMAN	PRPH
PEX5_HUMAN	PEX5
PGH1_HUMAN	PTGS1
PHAX_HUMAN	PHAX
PHKG2_HUMAN	PHKG2
PHLB1_HUMAN	PHLDB1
PHTF2_HUMAN	PHTF2
PI42B_HUMAN	PIP4K2B
PIP_HUMAN	PIP
PIR_HUMAN	PIR
PLCB_HUMAN	AGPAT2
PLCD1_HUMAN	PLCD1
PLCD3_HUMAN	PLCD3
PLCG1_HUMAN	PLCG1
PLOD3_HUMAN	PLOD3
PLPL2_HUMAN	PNPLA2
PLPL8_HUMAN	PNPLA8
PODN_HUMAN	PODN
POMP_HUMAN	POMP
PP1R8_HUMAN	PPP1R8
PP2AB_HUMAN	PPP2CB
PP4C_HUMAN	PPP4C
PPA6_HUMAN	ACP6
PPN_HUMAN	PAPLN
PPR1A_HUMAN	PPP1R1A
PPR3C_HUMAN	PPP1R3C
PRC2A_HUMAN	PRRC2A
PRP16_HUMAN	DHX38
PRPF3_HUMAN	PRPF3
PRPS3_HUMAN	PRPS1L1
PRVA_HUMAN	PVALB
PSB10_HUMAN	PSMB10
PSB8_HUMAN	PSMB8
PSMG4_HUMAN	PSMG4
PTGDS_HUMAN	PTGDS
PTGIS_HUMAN	PTGIS
PWP2_HUMAN	PWP2
PXDN_HUMAN	PXDN
PYRD2_HUMAN	PYROXD2
RAB13_HUMAN	RAB13
RAB3A_HUMAN	RAB3A
RAB4A_HUMAN	RAB4A
RAB6B_HUMAN	RAB6B
RAB8B_HUMAN	RAB8B
RABX5_HUMAN	RABGEF1
RAD50_HUMAN	RAD50
RAE1_HUMAN	CHM
RAP1B_HUMAN	RAP1B
RAP2A_HUMAN	RAP2A
RAS4B_HUMAN	RASA4B
RB6I2_HUMAN	ERC1
RBCC1_HUMAN	RB1CC1
RBM26_HUMAN	RBM26
RBM27_HUMAN	RBM27
RBM42_HUMAN	RBM42
RED_HUMAN	IK
REPS1_HUMAN	REPS1
REPS2_HUMAN	REPS2
RFC4_HUMAN	RFC4
RHEB_HUMAN	RHEB
RHOB_HUMAN	RHOB
RHOQ_HUMAN	RHOQ
RLA0L_HUMAN	RPLP0P6
RLF_HUMAN	RLF
RM32_HUMAN	MRPL32
RM45_HUMAN	MRPL45
RM55_HUMAN	MRPL55
RN213_HUMAN	RNF213
ROCK1_HUMAN	ROCK1
RPAP1_HUMAN	RPAP1
RPGF2_HUMAN	RAPGEF2
RRAGA_HUMAN	RRAGA
RRAGD_HUMAN	RRAGD
RRF2M_HUMAN	GFM2
RRP15_HUMAN	RRP15
RRP5_HUMAN	PDCD11
RRS1_HUMAN	RRS1
RS10_HUMAN	RPS10
RS26_HUMAN	RPS26
RS27L_HUMAN	RPS27L
RS4Y1_HUMAN	RPS4Y1
RTF1_HUMAN	RTF1
RTN1_HUMAN	RTN1
RUSD3_HUMAN	RPUSD3
RXRG_HUMAN	RXRG
RYK_HUMAN	RYK
S10A7_HUMAN	S100A7
S10AA_HUMAN	S100A10
S27A4_HUMAN	SLC27A4
SAP18_HUMAN	SAP18
SARNP_HUMAN	SARNP
SCAF8_HUMAN	SCAF8
SCAM1_HUMAN	SCAMP1
SCAM4_HUMAN	SCAMP4
SCMC3_HUMAN	SLC25A23
SCN1B_HUMAN	SCN1B
SDSL_HUMAN	SDSL
SE1L1_HUMAN	SEL1L
SEC63_HUMAN	SEC63
SELH_HUMAN	SELENOH
SEM4D_HUMAN	SEMA4D
SEN15_HUMAN	TSEN15
SEPP1_HUMAN	SELENOP
SEPT5_HUMAN	SEPTIN5
SEPT6_HUMAN	SEPTIN6
SEPT8_HUMAN	SEPTIN8
SERA_HUMAN	PHGDH
SESN3_HUMAN	SESN3
SF3B6_HUMAN	SF3B6
SFR19_HUMAN	SCAF1
SFSWA_HUMAN	SFSWAP
SH3K1_HUMAN	SH3KBP1
SH3L3_HUMAN	SH3BGRL3
SHC2_HUMAN	SHC2
SHSA4_HUMAN	SHISA4
SIL1_HUMAN	SIL1
SLAI2_HUMAN	SLAIN2
SMAD3_HUMAN	SMAD3
SMAD5_HUMAN	SMAD5
SMG8_HUMAN	SMG8
SNR27_HUMAN	SNRNP27
SNW1_HUMAN	SNW1
SNX15_HUMAN	SNX15
SPA5L_HUMAN	SPATA5L1
SPB1_HUMAN	FTSJ3
SPB3_HUMAN	SERPINB3
SPF27_HUMAN	BCAS2
SPN1_HUMAN	SNUPN
SPTN4_HUMAN	SPTBN4
SRC_HUMAN	SRC
SRCRL_HUMAN	SSC5D
SREK1_HUMAN	SREK1
SRPK3_HUMAN	SRPK3
SRSF2_HUMAN	SRSF2
SRSF4_HUMAN	SRSF4
SRSF6_HUMAN	SRSF6
SRSF9_HUMAN	SRSF9
SSRD_HUMAN	SSR4
ST1A1_HUMAN	SULT1A1
ST1A4_HUMAN	SULT1A4
STAB1_HUMAN	STAB1
STABP_HUMAN	STAMBP
STAG1_HUMAN	STAG1
STAT_HUMAN	STATH
STING_HUMAN	STING1
STK24_HUMAN	STK24
STRN_HUMAN	STRN
STS_HUMAN	STS
STX5_HUMAN	STX5
STX8_HUMAN	STX8
STXB1_HUMAN	STXBP1
SUCO_HUMAN	SUCO
SUMO2_HUMAN	SUMO2
SUMO3_HUMAN	SUMO3
SYF1_HUMAN	XAB2
SYMPK_HUMAN	SYMPK
SYNRG_HUMAN	SYNRG
SYTL5_HUMAN	SYTL5
SYVM_HUMAN	VARS2
SZRD1_HUMAN	SZRD1
T22D1_HUMAN	TSC22D1
T22D2_HUMAN	TSC22D2
T22D3_HUMAN	TSC22D3
T2FA_HUMAN	GTF2F1
TACC1_HUMAN	TACC1
TAP2_HUMAN	TAP2
TBA1B_HUMAN	TUBA1B
TBAL3_HUMAN	TUBAL3
TBB2B_HUMAN	TUBB2B
TBG1_HUMAN	TUBG1
TBK1_HUMAN	TBK1
TCEA1_HUMAN	TCEA1
TCOF_HUMAN	TCOF1
TDRD3_HUMAN	TDRD3
TEFM_HUMAN	TEFM
TENA_HUMAN	TNC
TERF2_HUMAN	TERF2
TEX2_HUMAN	TEX2
TF3C5_HUMAN	GTF3C5
TFCP2_HUMAN	TFCP2
TGM1_HUMAN	TGM1
TGM3_HUMAN	TGM3
TGON2_HUMAN	TGOLN2
TGT_HUMAN	QTRT1
THEM4_HUMAN	THEM4
THOC1_HUMAN	THOC1
THY1_HUMAN	THY1
TIAR_HUMAN	TIAL1
TIM21_HUMAN	TIMM21
TIM8A_HUMAN	TIMM8A
TM115_HUMAN	TMEM115
TM134_HUMAN	TMEM134
TM222_HUMAN	TMEM222
TM38B_HUMAN	TMEM38B
TM6S1_HUMAN	TM6SF1
TM9S3_HUMAN	TM9SF3
TNNI3_HUMAN	TNNI3
TNNT2_HUMAN	TNNT2
TNPO2_HUMAN	TNPO2
TOR1B_HUMAN	TOR1B
TOR3A_HUMAN	TOR3A
TPC12_HUMAN	TRAPPC12
TPPC1_HUMAN	TRAPPC1
TPPC3_HUMAN	TRAPPC3
TRA2A_HUMAN	TRA2A
TRAF2_HUMAN	TRAF2
TRAK1_HUMAN	TRAK1
TRI63_HUMAN	TRIM63
TRIP4_HUMAN	TRIP4
TRXR3_HUMAN	TXNRD3
TRY1_HUMAN	PRSS1
TRY6_HUMAN	PRSS3P2
TSC1_HUMAN	TSC1
TSN9_HUMAN	TSPAN9
TTC19_HUMAN	TTC19
TTC4_HUMAN	TTC4
TTC5_HUMAN	TTC5
TTC7B_HUMAN	TTC7B
TTL_HUMAN	TTL
TWF1_HUMAN	TWF1
TXND9_HUMAN	TXNDC9
UB2D1_HUMAN	UBE2D1
UB2D4_HUMAN	UBE2D4
UB2E3_HUMAN	UBE2E3
UBA7_HUMAN	UBA7
UBAP1_HUMAN	UBAP1
UBE2A_HUMAN	UBE2A
UBE2B_HUMAN	UBE2B
UBE2Z_HUMAN	UBE2Z
UBP8_HUMAN	USP8
UCP3_HUMAN	UCP3
UGDH_HUMAN	UGDH
VAMP5_HUMAN	VAMP5
VAMP7_HUMAN	VAMP7
VATB1_HUMAN	ATP6V1B1
VP13D_HUMAN	VPS13D
VP33A_HUMAN	VPS33A
VP37B_HUMAN	VPS37B
VPS39_HUMAN	VPS39
VPS53_HUMAN	VPS53
VRK3_HUMAN	VRK3
VW5B1_HUMAN	VWA5B1
WBP11_HUMAN	WBP11
WDFY1_HUMAN	WDFY1
WDR47_HUMAN	WDR47
WDR6_HUMAN	WDR6
WDR62_HUMAN	WDR62
WDR81_HUMAN	WDR81
WIPF2_HUMAN	WIPF2
WIPF3_HUMAN	WIPF3
WIPI1_HUMAN	WIPI1
WNK2_HUMAN	WNK2
WNK3_HUMAN	WNK3
WWP1_HUMAN	WWP1
XPA_HUMAN	XPA
YAP1_HUMAN	YAP1
YBOX2_HUMAN	YBX2
YES_HUMAN	YES1
YTDC2_HUMAN	YTHDC2
ZEB1_HUMAN	ZEB1
ZHX2_HUMAN	ZHX2
ZMY11_HUMAN	ZMYND11
ZY11B_HUMAN	ZYG11B
2A5B_HUMAN	PPP2R5B
ACBD6_HUMAN	ACBD6
ADCY9_HUMAN	ADCY9
AEBP1_HUMAN	AEBP1
AKP13_HUMAN	AKAP13
ALDOB_HUMAN	ALDOB
ANGE2_HUMAN	ANGEL2
ANR44_HUMAN	ANKRD44
AP4E1_HUMAN	AP4E1
AP5Z1_HUMAN	AP5Z1
APOM_HUMAN	APOM
ASAP1_HUMAN	ASAP1
ASAP2_HUMAN	ASAP2
AT1A4_HUMAN	ATP1A4
ATP4A_HUMAN	ATP4A
BAZ1B_HUMAN	BAZ1B
C1QA_HUMAN	C1QA
CACL1_HUMAN	CACUL1
CF047_HUMAN	C6orf47
CH074_HUMAN	C8orf74
CHCH9_HUMAN	CHCHD2P9
CILP2_HUMAN	CILP2
CLCA_HUMAN	CLTA
CLIC6_HUMAN	CLIC6
CO040_HUMAN	C15orf40
COG3_HUMAN	COG3
COLA1_HUMAN	COL21A1
CP096_HUMAN	C16orf96
CP250_HUMAN	CEP250
CP51A_HUMAN	CYP51A1
CPSF3_HUMAN	CPSF3
CS025_HUMAN	C19orf25
CSKI1_HUMAN	CASKIN1
CYB_HUMAN	MT-CYB
DCNL2_HUMAN	DCUN1D2
DDHD2_HUMAN	DDHD2
DEN4C_HUMAN	DENND4C
DIP2A_HUMAN	DIP2A
DMPK_HUMAN	DMPK
DMRT1_HUMAN	DMRT1
DOCK4_HUMAN	DOCK4
DQA2_HUMAN	HLA-DQA2
DRB4_HUMAN	HLA-DRB4
DRP2_HUMAN	DRP2
DYL1_HUMAN	DYNLL1
EF1A1_HUMAN	EEF1A1
EIFCL_HUMAN	EIF3CL
ELMD2_HUMAN	ELMOD2
ELNE_HUMAN	ELANE
ELP2_HUMAN	ELP2
EMAL6_HUMAN	EML6
EOGT_HUMAN	EOGT
EPIPL_HUMAN	EPPK1
ERBB3_HUMAN	ERBB3
EXOS2_HUMAN	EXOSC2
EYA4_HUMAN	EYA4
FLCN_HUMAN	FLCN
GCFC2_HUMAN	GCFC2
GDS1_HUMAN	RAP1GDS1
GFAP_HUMAN	GFAP
GNA1_HUMAN	GNPNAT1
GP1BA_HUMAN	GP1BA
H2B1N_HUMAN	H2BC15
H2B2C_HUMAN	H2BC20P
H90B3_HUMAN	HSP90AB3P
HEAT6_HUMAN	HEATR6
HV309_HUMAN	IGHV3-9
HV315_HUMAN	IGHV3-15
IGHD_HUMAN	IGHD
IKKA_HUMAN	CHUK
ISG15_HUMAN	ISG15
ISLR_HUMAN	ISLR
ITB4_HUMAN	ITGB4
JAM2_HUMAN	JAM2
K0930_HUMAN	KIAA0930
KBTB2_HUMAN	KBTBD2
KDSR_HUMAN	KDSR
KI13B_HUMAN	KIF13B
KIF5C_HUMAN	KIF5C
KIME_HUMAN	MVK
KTNA1_HUMAN	KATNA1
KTNB1_HUMAN	KATNB1
KV106_HUMAN	IGKV1-6
KV311_HUMAN	IGKV3-11
LAR1B_HUMAN	LARP1B
LIAS_HUMAN	LIAS
LSME2_HUMAN	LSMEM2
LTBP4_HUMAN	LTBP4
LUC7L_HUMAN	LUC7L
LYRM9_HUMAN	LYRM9
MAP11_HUMAN	METAP1
MAP12_HUMAN	METAP1D
MBNL3_HUMAN	MBNL3
MEF2D_HUMAN	MEF2D
MERTK_HUMAN	MERTK
MI4GD_HUMAN	MIF4GD
MIA2_HUMAN	MIA2
MINP1_HUMAN	MINPP1
MK04_HUMAN	MAPK4
MOT10_HUMAN	SLC16A10
MRP4_HUMAN	ABCC4
MTX3_HUMAN	MTX3
MYO1A_HUMAN	MYO1A
MYO1F_HUMAN	MYO1F
MYP2_HUMAN	PMP2
NCBP3_HUMAN	NCBP3
NFAC3_HUMAN	NFATC3
NFL_HUMAN	NEFL
NFM_HUMAN	NEFM
NHRF1_HUMAN	SLC9A3R1
ODR4_HUMAN	ODR4
OPA3_HUMAN	OPA3
PABP3_HUMAN	PABPC3
PCDBI_HUMAN	PCDHB18P
PER2_HUMAN	PER2
PGTB1_HUMAN	PGGT1B
PI3R4_HUMAN	PIK3R4
PKHF2_HUMAN	PLEKHF2
PKHM2_HUMAN	PLEKHM2
PKNX1_HUMAN	PKNOX1
PNKD_HUMAN	PNKD
PO210_HUMAN	NUP210
POPD1_HUMAN	BVES
POPD2_HUMAN	POPDC2
PP1RB_HUMAN	PPP1R11
PP4R1_HUMAN	PPP4R1
PPAL_HUMAN	ACP2
PPM1L_HUMAN	PPM1L
PRAX_HUMAN	PRX
PTPRC_HUMAN	PTPRC
QSER1_HUMAN	QSER1
RASM_HUMAN	MRAS
RB27B_HUMAN	RAB27B
RBM22_HUMAN	RBM22
RCL1_HUMAN	RCL1
RER1_HUMAN	RER1
REV1_HUMAN	REV1
RFC3_HUMAN	RFC3
RFOX1_HUMAN	RBFOX1
RM53_HUMAN	MRPL53
ROMO1_HUMAN	ROMO1
RPB1C_HUMAN	POLR2J3
RU2B_HUMAN	SNRPB2
RUSD2_HUMAN	RPUSD2
RUXGL_HUMAN	SNRPGP15
SDHF3_HUMAN	SDHAF3
SH3G1_HUMAN	SH3GL1
SHBG_HUMAN	SHBG
SIN3A_HUMAN	SIN3A
SLTM_HUMAN	SLTM
SMCA4_HUMAN	SMARCA4
SMCA5_HUMAN	SMARCA5
SMG1_HUMAN	SMG1
SNAB_HUMAN	NAPB
SP16H_HUMAN	SUPT16H
SPNS1_HUMAN	SPNS1
STX17_HUMAN	STX17
SVIP_HUMAN	SVIP
TARA_HUMAN	TRIOBP
TBC8B_HUMAN	TBC1D8B
TCPW_HUMAN	CCT6B
TENS3_HUMAN	TNS3
TENXA_HUMAN	TNXA
TI23B_HUMAN	TIMM23B
TIM8B_HUMAN	TIMM8B
TLK1_HUMAN	TLK1
TLK2_HUMAN	TLK2
TM186_HUMAN	TMEM186
TM201_HUMAN	TMEM201
TM233_HUMAN	TMEM233
TMCC3_HUMAN	TMCC3
TNIK_HUMAN	TNIK
TNR6C_HUMAN	TNRC6C
TPPC9_HUMAN	TRAPPC9
TRI67_HUMAN	TRIM67
TYY1_HUMAN	YY1
UB2D3_HUMAN	UBE2D3
UB2E2_HUMAN	UBE2E2
UBE3B_HUMAN	UBE3B
UBL3_HUMAN	UBL3
UBP29_HUMAN	USP29
WDR12_HUMAN	WDR12
WRIP1_HUMAN	WRNIP1
YIPF3_HUMAN	YIPF3
A16L1_HUMAN	ATG16L1
ABRAL_HUMAN	ABRACL
ABTB2_HUMAN	ABTB2
AK1BF_HUMAN	AKR1B15
ALKB8_HUMAN	ALKBH8
ANGI_HUMAN	ANG
AP3S2_HUMAN	AP3S2
AR6P6_HUMAN	ARL6IP6
ARI1A_HUMAN	ARID1A
ASCC1_HUMAN	ASCC1
ATG13_HUMAN	ATG13
B3GLT_HUMAN	B3GLCT
BRX1_HUMAN	BRIX1
BSN_HUMAN	BSN
CARME_HUMAN	CARNMT1
CDK9_HUMAN	CDK9
CDN2C_HUMAN	CDKN2C
CE350_HUMAN	CEP350
CNEP1_HUMAN	CTDNEP1
CNTP3_HUMAN	CNTNAP3
COA5_HUMAN	COA5
COMD1_HUMAN	COMMD1
COMD9_HUMAN	COMMD9
COXM2_HUMAN	CMC2
CP4X1_HUMAN	CYP4X1
DEN4B_HUMAN	DENND4B
DNS2A_HUMAN	DNASE2
DOCK7_HUMAN	DOCK7
DOP2_HUMAN	DOP1B
DYH7_HUMAN	DNAH7
DYH9_HUMAN	DNAH9
EGLN_HUMAN	ENG
EI24_HUMAN	EI24
ENASE_HUMAN	ENGASE
ERAL1_HUMAN	ERAL1
FBX41_HUMAN	FBXO41
FBX50_HUMAN	NCCRP1
FGF13_HUMAN	FGF13
FHR1_HUMAN	CFHR1
FNDC1_HUMAN	FNDC1
GARE2_HUMAN	GAREM2
GBG2_HUMAN	GNG2
GCP4_HUMAN	TUBGCP4
GFOD1_HUMAN	GFOD1
GHDC_HUMAN	GHDC
GIT1_HUMAN	GIT1
H2A2A_HUMAN	H2AC18
H2A2A_HUMAN	H2AC19
H2A2B_HUMAN	H2AC21
H2B3B_HUMAN	H2BC26
H2BFS_HUMAN	H2BC12L
HMGB3_HUMAN	HMGB3
HPCL4_HUMAN	HPCAL4
HS904_HUMAN	HSP90AA4P
HS905_HUMAN	HSP90AA5P
INT3_HUMAN	INTS3
INT5_HUMAN	INTS5
IWS1_HUMAN	IWS1
JIP3_HUMAN	MAPK8IP3
K2013_HUMAN	KIAA2013
KANL1_HUMAN	KANSL1
KANL3_HUMAN	KANSL3
KC1G1_HUMAN	CSNK1G1
KCMF1_HUMAN	KCMF1
KIF15_HUMAN	KIF15
KMT2D_HUMAN	KMT2D
LENG1_HUMAN	LENG1
LGAT1_HUMAN	LPGAT1
LIMS2_HUMAN	LIMS2
LMF2_HUMAN	LMF2
LONP2_HUMAN	LONP2
LTBP1_HUMAN	LTBP1
LUZP1_HUMAN	LUZP1
LYSM2_HUMAN	LYSMD2
M4K4_HUMAN	MAP4K4
MCM7_HUMAN	MCM7
MET17_HUMAN	METTL17
MGP_HUMAN	MGP
MINK1_HUMAN	MINK1
MOCS1_HUMAN	MOCS1
MSRE_HUMAN	MSR1
MYCB2_HUMAN	MYCBP2
MYCBP_HUMAN	MYCBP
NCBP1_HUMAN	NCBP1
NFX1_HUMAN	NFX1
NNMT_HUMAN	NNMT
NOMO1_HUMAN	NOMO1
NOP2_HUMAN	NOP2
NSUN5_HUMAN	NSUN5
ODPAT_HUMAN	PDHA2
