 Name,Label,sex,Group,,CT,CT_ Mean,CT_ SD,Delta_CT,Delta_CT_mean,Delta_CT_SE,Level,Fold,Tissue
Mito DLoop,90423,M,1w,18,16.98437691,16.93527222,0.069443174,-10.096035,-10.19917011,0.103135109,1175.590681,0.674572447,BAT
Mito DLoop,90426,M,1w,19,18.50399399,18.56433105,0.085329495,-10.26838112,-10.27518749,0.006806374,1239.194982,0.711069597,BAT
Mito DLoop,90430,M,1w,20,16.09145164,16.13368034,0.059720397,-10.55570412,-10.64720535,0.091501236,1603.718655,0.920239022,BAT
Mito DLoop,90251,F,8w,21,16.40917778,16.34851456,0.085792102,-10.89928246,-10.8573761,0.041906357,1855.221975,1.171209053,BAT
Mito DLoop,90254,F,8w,22,16.0120163,16.02406311,0.017035419,-10.08442879,-10.0643158,0.020112991,1070.683082,0.675926512,BAT
Mito DLoop,90258,F,8w,23,16.08776474,16.10097504,0.018683529,-10.47089767,-10.46065521,0.010242462,1409.194674,0.889630234,BAT
Mito DLoop,90267,F,8w,25,16.48013878,16.4907074,0.014947632,-10.09386635,-10.04084396,0.053022385,1053.404611,0.665018544,BAT
Mito DLoop,90218,M,8w,26,18.53543854,18.5867157,0.07251551,-8.744541168,-8.747661591,0.003120422,429.8416857,0.246649929,BAT
Mito DLoop,90222,M,8w,27,17.43224335,17.4661026,0.047882866,-9.459518433,-9.457230568,0.002287865,702.9267598,0.403350445,BAT
Mito DLoop,90223,M,8w,28,17.11005211,17.08432007,0.036390599,-10.88019371,-10.87352657,0.006667137,1876.10723,1.076539876,BAT
Mito DLoop,90225,M,8w,29,16.80734634,16.79611969,0.015876886,-9.659963608,-9.663450241,0.003486633,810.9393678,0.465329781,BAT
Mito DLoop,90227,M,8w,30,17.26104546,17.26037025,0.000954879,-9.622018814,-9.725741386,0.103722572,846.7201349,0.485861348,BAT
Mito DLoop,90245,F,Ctrl,1,13.81208515,13.87353706,0.08690545,-10.95964336,-10.90950584,0.050137043,1923.483641,1.020259959,HIPPOC
Mito DLoop,90248,F,Ctrl,2,14.80858612,14.79456234,0.01983262,-11.16727829,-11.28656578,0.119287491,2498.013885,1.325004014,HIPPOC
Mito DLoop,90252,F,Ctrl,3,14.90332699,14.90645695,0.00442643,-10.66905117,-10.76630783,0.09725666,1741.733077,0.923855281,HIPPOC
Mito DLoop,90265,F,Ctrl,4,15.5912981,15.60079002,0.013423603,-10.68072033,-10.729249,0.048528671,1697.562528,0.900426206,HIPPOC
Mito DLoop,90266,F,Ctrl,5,14.68981266,14.72614002,0.051374648,-10.61765575,-10.61254215,0.005113602,1565.645803,0.830454541,HIPPOC
Mito DLoop,90217,M,Ctrl,6,15.08500576,14.99782944,0.123285264,-10.9513731,-11.00401878,0.052645206,2053.712879,0.959117784,HIPPOC
Mito DLoop,90229,M,Ctrl,7,15.69958019,15.7294178,0.042196076,-10.92727184,-10.80344772,0.123823643,1787.153357,0.834630092,HIPPOC
Mito DLoop,90232,M,Ctrl,8,15.19416142,15.19308472,0.001523356,-10.64074612,-10.66494942,0.024203777,1623.564986,0.758231624,HIPPOC
Mito DLoop,90237,M,Ctrl,9,14.79333401,14.71080303,0.116716422,-11.39253139,-11.47327995,0.080748558,2843.160746,1.327802958,HIPPOC
Mito DLoop,90239,M,Ctrl,10,15.1124754,15.09285736,0.02774409,-11.18681812,-11.22801781,0.041199684,2398.668057,1.120217542,HIPPOC
Mito DLoop,90559,F,1w,11,15.63953114,15.65984058,0.028721897,-11.12339115,-11.11386967,0.009521484,2216.195852,1.175521248,HIPPOC
Mito DLoop,90560,F,1w,12,14.87031651,14.79203701,0.110703923,-10.85567379,-10.95628452,0.100610733,1986.873798,1.053883556,HIPPOC
Mito DLoop,90564,F,1w,13,14.87019444,14.81900597,0.07239075,-11.02062511,-10.97675705,0.043867588,2015.269476,1.068945277,HIPPOC
Mito DLoop,90567,F,1w,14,14.93716335,14.97970295,0.060160074,-11.10132122,-10.98775864,0.113562584,2030.6961,1.077127913,HIPPOC
Mito DLoop,90571,F,1w,15,14.3912487,14.34952831,0.059001543,-10.96559715,-11.06850147,0.10290432,2147.587909,1.139130017,HIPPOC
Mito DLoop,90421,M,1w,16,14.51990604,14.57215309,0.07388781,-10.96558285,-10.94698334,0.018599033,1974.105446,0.9219398,HIPPOC
Mito DLoop,90422,M,1w,17,14.34974003,14.40611267,0.079723626,-11.0991354,-10.98174286,0.117392063,2022.246094,0.944422277,HIPPOC
Mito DLoop,90423,M,1w,18,15.14723778,15.14689445,0.000484857,-10.89053917,-10.91560936,0.025069714,1931.638435,0.902107006,HIPPOC
Mito DLoop,90426,M,1w,19,14.42979145,14.4527607,0.032484092,-11.01459408,-11.12018204,0.105588436,2225.913844,1.039538475,HIPPOC
Mito DLoop,90430,M,1w,20,14.5962286,14.58313751,0.01851292,-11.0262804,-11.14779663,0.121515751,2268.930387,1.05962791,HIPPOC
Mito DLoop,90251,F,8w,21,15.29059315,15.37836075,0.124122806,-11.04016209,-10.91914177,0.12101984,1936.373808,1.0270972,HIPPOC
Mito DLoop,90254,F,8w,22,14.83374882,14.78775024,0.065051131,-11.22138309,-11.28560448,0.064221859,2496.34995,1.324121425,HIPPOC
Mito DLoop,90258,F,8w,23,14.98617649,14.97520351,0.015518133,-11.03134632,-11.03337002,0.002023697,2095.923025,1.111725775,HIPPOC
Mito DLoop,90259,F,8w,24,15.28631592,15.30021381,0.019654592,-11.04157448,-11.0157156,0.025858879,2070.431274,1.098204363,HIPPOC
Mito DLoop,90267,F,8w,25,14.62474918,14.56385422,0.08611849,-11.00818157,-11.09093475,0.082753181,2181.242951,1.156981425,HIPPOC
Mito DLoop,90218,M,8w,26,15.1329155,15.2289772,0.135851771,-10.88838577,-10.82878304,0.059602737,1818.814928,0.849416567,HIPPOC
Mito DLoop,90222,M,8w,27,14.80262566,14.79621506,0.009065282,-11.29390335,-11.335989,0.042086124,2585.072449,1.207271466,HIPPOC
Mito DLoop,90223,M,8w,28,15.02708626,15.0789032,0.073280893,-11.06721497,-11.00117111,0.066044331,2049.663145,0.957226492,HIPPOC
Mito DLoop,90225,M,8w,29,14.58643341,14.48551464,0.142720699,-11.08236122,-11.16606712,0.083705902,2297.847156,1.073132518,HIPPOC
Mito DLoop,90227,M,8w,30,15.00299454,14.96011734,0.060637515,-11.09986877,-11.12273598,0.022867203,2229.857771,1.041380354,HIPPOC
Mito DLoop,90245,F,Ctrl,1,14.31006145,14.38899422,0.111627109,-11.08824062,-11.01641655,0.071824551,2071.437462,0.985266934,HYPOTH
Mito DLoop,90248,F,Ctrl,2,14.80246544,14.75650597,0.064995833,-10.9173584,-10.93581009,0.018452168,1958.875632,0.931727568,HYPOTH
Mito DLoop,90252,F,Ctrl,3,14.43822098,14.52448082,0.121990509,-11.08391762,-10.9196949,0.164223194,1937.116358,0.921377898,HYPOTH
Mito DLoop,90265,F,Ctrl,4,15.48223019,15.47441864,0.011047195,-10.95507526,-10.98463345,0.029558182,2026.301932,0.963798487,HYPOTH
Mito DLoop,90266,F,Ctrl,5,14.12134075,14.13774109,0.023192905,-11.27244854,-11.29825211,0.025803089,2518.330831,1.197829113,HYPOTH
Mito DLoop,90229,M,Ctrl,7,14.28426933,14.28107643,0.004516119,-11.43189812,-11.38368607,0.048211575,2671.966251,1.335563889,HYPOTH
Mito DLoop,90232,M,Ctrl,8,14.66577911,14.65162754,0.020013347,-10.73134232,-10.70848179,0.022860527,1673.3016,0.836388256,HYPOTH
Mito DLoop,90237,M,Ctrl,9,14.4126358,14.59888458,0.263396233,-10.62825012,-10.69402313,0.065773487,1656.615564,0.828047856,HYPOTH
Mito DLoop,90559,F,1w,11,15.02017212,14.98969078,0.043106448,-10.87864494,-10.81662369,0.062020779,1803.549979,0.857847843,HYPOTH
Mito DLoop,90560,F,1w,12,14.85441971,14.86952019,0.021355303,-10.57372093,-10.64984035,0.076119423,1606.650435,0.764193743,HYPOTH
Mito DLoop,90564,F,1w,13,14.97499657,14.96517944,0.013884183,-10.8285656,-10.94633293,0.117767811,1973.215666,0.93854832,HYPOTH
Mito DLoop,90567,F,1w,14,14.88960552,14.9181118,0.040314641,-10.63875675,-10.6379261,0.000831127,1593.43682,0.757908766,HYPOTH
Mito DLoop,90571,F,1w,15,14.91031647,14.9072361,0.004356972,-10.90945816,-10.91879082,0.009333134,1935.90282,0.920800686,HYPOTH
Mito DLoop,90421,M,1w,16,14.5201292,14.58492756,0.091638714,-11.90863132,-11.82446098,0.084170341,3626.748487,1.8128052,HYPOTH
Mito DLoop,90422,M,1w,17,15.22843266,15.2114563,0.02400752,-10.87410069,-10.94432068,0.07022047,1970.465369,0.984923514,HYPOTH
Mito DLoop,90423,M,1w,18,14.64017868,14.70957756,0.098145515,-10.53922462,-10.410532,0.128693104,1361.076082,0.680324485,HYPOTH
Mito DLoop,90426,M,1w,19,14.43830109,14.45363998,0.021693151,-10.84880638,-10.84954834,0.000741482,1845.183191,0.922302083,HYPOTH
Mito DLoop,90430,M,1w,20,14.45591831,14.52307796,0.094978094,-10.75475407,-10.73117065,0.023583412,1699.825169,0.849645879,HYPOTH
Mito DLoop,90251,F,8w,21,15.00223351,14.98076057,0.030367985,-11.13567162,-11.17457008,0.038897991,2311.430203,1.099418057,HYPOTH
Mito DLoop,90254,F,8w,22,14.67697525,14.69667816,0.02786345,-10.96067047,-10.95674515,0.0039258,1987.508269,0.945346512,HYPOTH
Mito DLoop,90258,F,8w,23,13.95786095,14.08882141,0.185206741,-11.12446022,-11.08302116,0.041439533,2169.310972,1.031819888,HYPOTH
Mito DLoop,90259,F,8w,24,16.15275955,16.1710434,0.025855912,-11.04204178,-10.95065498,0.091386795,1979.135925,0.941364256,HYPOTH
Mito DLoop,90267,F,8w,25,14.48294926,14.53096008,0.067897558,-11.04199314,-11.01343155,0.028561592,2067.155996,0.98323048,HYPOTH
Mito DLoop,90218,M,8w,26,16.22948074,16.21854782,0.015462835,-11.13514709,-11.19195938,0.056812286,2339.459245,1.169362557,HYPOTH
Mito DLoop,90225,M,8w,29,14.48001194,14.59096146,0.156905636,-11.05519581,-11.02218628,0.033009052,2079.738291,1.03954283,HYPOTH
Mito DLoop,90227,M,8w,30,14.58719158,14.75325966,0.234855726,-11.59214687,-11.43288136,0.159265518,2764.650424,1.381891433,HYPOTH
