cluster,ome,feature_ID,tissue,feature
3,PROT,NP_001013965.1,LIVER,PROT;LIVER;NP_001013965.1
2,TRNSCRPT,ENSRNOG00000020642,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000020642
4,TRNSCRPT,ENSRNOG00000020646,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000020646
2,TRNSCRPT,ENSRNOG00000020659,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000020659
2,TRNSCRPT,ENSRNOG00000020829,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000020829
4,TRNSCRPT,ENSRNOG00000020994,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000020994
4,TRNSCRPT,ENSRNOG00000021096,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000021096
4,TRNSCRPT,ENSRNOG00000021125,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000021125
4,TRNSCRPT,ENSRNOG00000021174,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000021174
2,TRNSCRPT,ENSRNOG00000021177,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000021177
2,TRNSCRPT,ENSRNOG00000021273,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000021273
4,TRNSCRPT,ENSRNOG00000021866,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000021866
4,TRNSCRPT,ENSRNOG00000022323,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000022323
4,TRNSCRPT,ENSRNOG00000022748,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000022748
4,TRNSCRPT,ENSRNOG00000022932,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000022932
2,TRNSCRPT,ENSRNOG00000022980,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000022980
4,TRNSCRPT,ENSRNOG00000023122,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000023122
3,TRNSCRPT,ENSRNOG00000023130,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000023130
2,TRNSCRPT,ENSRNOG00000023520,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000023520
2,TRNSCRPT,ENSRNOG00000023538,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000023538
2,TRNSCRPT,ENSRNOG00000024128,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000024128
2,TRNSCRPT,ENSRNOG00000024309,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000024309
4,TRNSCRPT,ENSRNOG00000024411,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000024411
2,TRNSCRPT,ENSRNOG00000024539,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000024539
2,TRNSCRPT,ENSRNOG00000024568,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000024568
2,TRNSCRPT,ENSRNOG00000024629,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000024629
4,TRNSCRPT,ENSRNOG00000024845,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000024845
2,TRNSCRPT,ENSRNOG00000024967,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000024967
2,TRNSCRPT,ENSRNOG00000024972,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000024972
4,TRNSCRPT,ENSRNOG00000025145,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000025145
2,TRNSCRPT,ENSRNOG00000025383,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000025383
2,TRNSCRPT,ENSRNOG00000025910,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000025910
2,TRNSCRPT,ENSRNOG00000026049,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000026049
2,TRNSCRPT,ENSRNOG00000026616,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000026616
2,TRNSCRPT,ENSRNOG00000026646,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000026646
2,TRNSCRPT,ENSRNOG00000027049,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000027049
4,TRNSCRPT,ENSRNOG00000027797,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000027797
2,TRNSCRPT,ENSRNOG00000028047,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000028047
4,TRNSCRPT,ENSRNOG00000028557,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000028557
2,TRNSCRPT,ENSRNOG00000028717,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000028717
2,TRNSCRPT,ENSRNOG00000028884,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000028884
4,TRNSCRPT,ENSRNOG00000029042,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000029042
4,TRNSCRPT,ENSRNOG00000029330,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000029330
4,TRNSCRPT,ENSRNOG00000029333,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000029333
4,TRNSCRPT,ENSRNOG00000029501,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000029501
2,TRNSCRPT,ENSRNOG00000029549,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000029549
4,TRNSCRPT,ENSRNOG00000029571,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000029571
4,TRNSCRPT,ENSRNOG00000029707,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000029707
2,TRNSCRPT,ENSRNOG00000029855,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000029855
4,TRNSCRPT,ENSRNOG00000029886,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000029886
4,TRNSCRPT,ENSRNOG00000029971,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000029971
2,TRNSCRPT,ENSRNOG00000030225,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000030225
2,TRNSCRPT,ENSRNOG00000030237,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000030237
4,TRNSCRPT,ENSRNOG00000030371,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000030371
4,TRNSCRPT,ENSRNOG00000030616,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000030616
4,TRNSCRPT,ENSRNOG00000030644,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000030644
2,TRNSCRPT,ENSRNOG00000030807,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000030807
4,TRNSCRPT,ENSRNOG00000031033,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000031033
4,TRNSCRPT,ENSRNOG00000031053,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000031053
4,TRNSCRPT,ENSRNOG00000031211,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000031211
4,TRNSCRPT,ENSRNOG00000031979,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000031979
2,TRNSCRPT,ENSRNOG00000032134,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000032134
2,TRNSCRPT,ENSRNOG00000032204,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000032204
2,TRNSCRPT,ENSRNOG00000032885,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000032885
4,TRNSCRPT,ENSRNOG00000032908,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000032908
4,TRNSCRPT,ENSRNOG00000033299,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000033299
4,TRNSCRPT,ENSRNOG00000033615,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000033615
4,TRNSCRPT,ENSRNOG00000033680,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000033680
2,TRNSCRPT,ENSRNOG00000033824,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000033824
2,TRNSCRPT,ENSRNOG00000034013,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000034013
2,TRNSCRPT,ENSRNOG00000034161,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000034161
4,TRNSCRPT,ENSRNOG00000034234,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000034234
2,TRNSCRPT,ENSRNOG00000036695,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000036695
2,TRNSCRPT,ENSRNOG00000036742,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000036742
2,TRNSCRPT,ENSRNOG00000036918,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000036918
4,TRNSCRPT,ENSRNOG00000037446,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000037446
2,TRNSCRPT,ENSRNOG00000037638,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000037638
4,TRNSCRPT,ENSRNOG00000037815,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000037815
4,TRNSCRPT,ENSRNOG00000037850,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000037850
2,TRNSCRPT,ENSRNOG00000037871,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000037871
4,TRNSCRPT,ENSRNOG00000038001,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000038001
2,TRNSCRPT,ENSRNOG00000038218,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000038218
2,TRNSCRPT,ENSRNOG00000038372,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000038372
2,TRNSCRPT,ENSRNOG00000038951,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000038951
4,TRNSCRPT,ENSRNOG00000039091,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000039091
2,TRNSCRPT,ENSRNOG00000039278,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000039278
2,TRNSCRPT,ENSRNOG00000039980,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000039980
2,TRNSCRPT,ENSRNOG00000042503,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000042503
4,TRNSCRPT,ENSRNOG00000042653,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000042653
4,TRNSCRPT,ENSRNOG00000042696,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000042696
2,TRNSCRPT,ENSRNOG00000042740,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000042740
2,TRNSCRPT,ENSRNOG00000042903,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000042903
4,TRNSCRPT,ENSRNOG00000043094,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000043094
4,TRNSCRPT,ENSRNOG00000043201,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000043201
4,TRNSCRPT,ENSRNOG00000043426,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000043426
2,TRNSCRPT,ENSRNOG00000043436,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000043436
4,TRNSCRPT,ENSRNOG00000045636,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000045636
2,TRNSCRPT,ENSRNOG00000045765,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000045765
2,TRNSCRPT,ENSRNOG00000045920,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000045920
4,TRNSCRPT,ENSRNOG00000045961,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000045961
4,TRNSCRPT,ENSRNOG00000046299,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000046299
4,TRNSCRPT,ENSRNOG00000046307,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000046307
2,TRNSCRPT,ENSRNOG00000046424,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000046424
2,TRNSCRPT,ENSRNOG00000046644,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000046644
2,TRNSCRPT,ENSRNOG00000046889,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000046889
4,TRNSCRPT,ENSRNOG00000046918,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000046918
2,TRNSCRPT,ENSRNOG00000047045,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000047045
4,TRNSCRPT,ENSRNOG00000047089,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000047089
4,TRNSCRPT,ENSRNOG00000047708,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000047708
4,TRNSCRPT,ENSRNOG00000047781,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000047781
2,TRNSCRPT,ENSRNOG00000048174,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000048174
2,TRNSCRPT,ENSRNOG00000048309,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000048309
2,TRNSCRPT,ENSRNOG00000048320,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000048320
4,TRNSCRPT,ENSRNOG00000049351,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000049351
4,TRNSCRPT,ENSRNOG00000049819,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000049819
2,TRNSCRPT,ENSRNOG00000049912,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000049912
2,TRNSCRPT,ENSRNOG00000050169,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000050169
2,TRNSCRPT,ENSRNOG00000050424,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000050424
4,TRNSCRPT,ENSRNOG00000050843,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000050843
2,TRNSCRPT,ENSRNOG00000051286,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000051286
2,TRNSCRPT,ENSRNOG00000052226,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000052226
2,TRNSCRPT,ENSRNOG00000052477,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000052477
4,TRNSCRPT,ENSRNOG00000052506,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000052506
4,TRNSCRPT,ENSRNOG00000053145,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000053145
4,TRNSCRPT,ENSRNOG00000053231,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000053231
2,TRNSCRPT,ENSRNOG00000054689,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000054689
2,TRNSCRPT,ENSRNOG00000055572,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000055572
4,TRNSCRPT,ENSRNOG00000055647,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000055647
2,TRNSCRPT,ENSRNOG00000057042,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000057042
2,TRNSCRPT,ENSRNOG00000057367,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000057367
4,TRNSCRPT,ENSRNOG00000058271,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000058271
2,TRNSCRPT,ENSRNOG00000058658,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000058658
4,TRNSCRPT,ENSRNOG00000059061,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000059061
2,TRNSCRPT,ENSRNOG00000059445,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000059445
4,TRNSCRPT,ENSRNOG00000060248,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000060248
2,TRNSCRPT,ENSRNOG00000060293,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000060293
2,TRNSCRPT,ENSRNOG00000061213,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000061213
2,TRNSCRPT,ENSRNOG00000061684,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000061684
3,TRNSCRPT,ENSRNOG00000007235,SKM-GN,TRNSCRPT;SKM-GN;ENSRNOG00000007235
3,TRNSCRPT,ENSRNOG00000017955,SKM-GN,TRNSCRPT;SKM-GN;ENSRNOG00000017955
3,TRNSCRPT,ENSRNOG00000019485,SKM-GN,TRNSCRPT;SKM-GN;ENSRNOG00000019485
3,TRNSCRPT,ENSRNOG00000029971,SKM-GN,TRNSCRPT;SKM-GN;ENSRNOG00000029971
3,TRNSCRPT,ENSRNOG00000030644,SKM-GN,TRNSCRPT;SKM-GN;ENSRNOG00000030644
3,TRNSCRPT,ENSRNOG00000030700,SKM-GN,TRNSCRPT;SKM-GN;ENSRNOG00000030700
3,TRNSCRPT,ENSRNOG00000031033,SKM-GN,TRNSCRPT;SKM-GN;ENSRNOG00000031033
3,TRNSCRPT,ENSRNOG00000031766,SKM-GN,TRNSCRPT;SKM-GN;ENSRNOG00000031766
3,TRNSCRPT,ENSRNOG00000031979,SKM-GN,TRNSCRPT;SKM-GN;ENSRNOG00000031979
3,TRNSCRPT,ENSRNOG00000034234,SKM-GN,TRNSCRPT;SKM-GN;ENSRNOG00000034234
3,TRNSCRPT,ENSRNOG00000042903,SKM-GN,TRNSCRPT;SKM-GN;ENSRNOG00000042903
3,TRNSCRPT,ENSRNOG00000000279,SKM-VL,TRNSCRPT;SKM-VL;ENSRNOG00000000279
3,TRNSCRPT,ENSRNOG00000000701,SKM-VL,TRNSCRPT;SKM-VL;ENSRNOG00000000701
1,TRNSCRPT,ENSRNOG00000001052,SKM-VL,TRNSCRPT;SKM-VL;ENSRNOG00000001052
2,TRNSCRPT,ENSRNOG00000001344,SKM-VL,TRNSCRPT;SKM-VL;ENSRNOG00000001344
3,TRNSCRPT,ENSRNOG00000001551,SKM-VL,TRNSCRPT;SKM-VL;ENSRNOG00000001551
3,TRNSCRPT,ENSRNOG00000001596,SKM-VL,TRNSCRPT;SKM-VL;ENSRNOG00000001596
3,TRNSCRPT,ENSRNOG00000001991,SKM-VL,TRNSCRPT;SKM-VL;ENSRNOG00000001991
3,TRNSCRPT,ENSRNOG00000002721,SKM-VL,TRNSCRPT;SKM-VL;ENSRNOG00000002721
3,TRNSCRPT,ENSRNOG00000003150,SKM-VL,TRNSCRPT;SKM-VL;ENSRNOG00000003150
3,TRNSCRPT,ENSRNOG00000003520,SKM-VL,TRNSCRPT;SKM-VL;ENSRNOG00000003520
3,TRNSCRPT,ENSRNOG00000003626,SKM-VL,TRNSCRPT;SKM-VL;ENSRNOG00000003626
3,TRNSCRPT,ENSRNOG00000004245,SKM-VL,TRNSCRPT;SKM-VL;ENSRNOG00000004245
3,TRNSCRPT,ENSRNOG00000004442,SKM-VL,TRNSCRPT;SKM-VL;ENSRNOG00000004442
3,TRNSCRPT,ENSRNOG00000005061,SKM-VL,TRNSCRPT;SKM-VL;ENSRNOG00000005061
3,TRNSCRPT,ENSRNOG00000005512,SKM-VL,TRNSCRPT;SKM-VL;ENSRNOG00000005512
3,TRNSCRPT,ENSRNOG00000005698,SKM-VL,TRNSCRPT;SKM-VL;ENSRNOG00000005698
3,TRNSCRPT,ENSRNOG00000006364,SKM-VL,TRNSCRPT;SKM-VL;ENSRNOG00000006364
3,TRNSCRPT,ENSRNOG00000006947,SKM-VL,TRNSCRPT;SKM-VL;ENSRNOG00000006947
2,TRNSCRPT,ENSRNOG00000007069,SKM-VL,TRNSCRPT;SKM-VL;ENSRNOG00000007069
3,TRNSCRPT,ENSRNOG00000007235,SKM-VL,TRNSCRPT;SKM-VL;ENSRNOG00000007235
3,TRNSCRPT,ENSRNOG00000007316,SKM-VL,TRNSCRPT;SKM-VL;ENSRNOG00000007316
3,TRNSCRPT,ENSRNOG00000007407,SKM-VL,TRNSCRPT;SKM-VL;ENSRNOG00000007407
3,TRNSCRPT,ENSRNOG00000007895,SKM-VL,TRNSCRPT;SKM-VL;ENSRNOG00000007895
3,TRNSCRPT,ENSRNOG00000007967,SKM-VL,TRNSCRPT;SKM-VL;ENSRNOG00000007967
3,TRNSCRPT,ENSRNOG00000008289,SKM-VL,TRNSCRPT;SKM-VL;ENSRNOG00000008289
3,TRNSCRPT,ENSRNOG00000008569,SKM-VL,TRNSCRPT;SKM-VL;ENSRNOG00000008569
3,TRNSCRPT,ENSRNOG00000008934,SKM-VL,TRNSCRPT;SKM-VL;ENSRNOG00000008934
3,TRNSCRPT,ENSRNOG00000009063,SKM-VL,TRNSCRPT;SKM-VL;ENSRNOG00000009063
3,TRNSCRPT,ENSRNOG00000009364,SKM-VL,TRNSCRPT;SKM-VL;ENSRNOG00000009364
3,TRNSCRPT,ENSRNOG00000009974,SKM-VL,TRNSCRPT;SKM-VL;ENSRNOG00000009974
3,TRNSCRPT,ENSRNOG00000010452,SKM-VL,TRNSCRPT;SKM-VL;ENSRNOG00000010452
3,TRNSCRPT,ENSRNOG00000010633,SKM-VL,TRNSCRPT;SKM-VL;ENSRNOG00000010633
3,TRNSCRPT,ENSRNOG00000010807,SKM-VL,TRNSCRPT;SKM-VL;ENSRNOG00000010807
3,TRNSCRPT,ENSRNOG00000011383,SKM-VL,TRNSCRPT;SKM-VL;ENSRNOG00000011383
3,TRNSCRPT,ENSRNOG00000011782,SKM-VL,TRNSCRPT;SKM-VL;ENSRNOG00000011782
3,TRNSCRPT,ENSRNOG00000011949,SKM-VL,TRNSCRPT;SKM-VL;ENSRNOG00000011949
3,TRNSCRPT,ENSRNOG00000011952,SKM-VL,TRNSCRPT;SKM-VL;ENSRNOG00000011952
3,TRNSCRPT,ENSRNOG00000012383,SKM-VL,TRNSCRPT;SKM-VL;ENSRNOG00000012383
